,time,datetime,mean_2m_air_temperature,total_precipitation
0,284083200000,1979-01-02,-10.205511474609352,2.219412475824356
1,284169600000,1979-01-03,-8.272009277343727,0.1230994239449501
2,284256000000,1979-01-04,-11.066595458984352,0.004849396646022797
3,284342400000,1979-01-05,-12.839575195312477,0.0
4,284428800000,1979-01-06,-12.705023193359352,0.0
5,284515200000,1979-01-07,-9.472021484374977,0.0
6,284601600000,1979-01-08,-5.941656494140602,0.10834448039531708
7,284688000000,1979-01-09,1.0755249023437727,6.539442576467991
8,284774400000,1979-01-10,1.0565429687500227,7.10050854831934
9,284860800000,1979-01-11,1.3268371582031477,4.09836508333683
10,284947200000,1979-01-12,1.2539306640625227,1.5166765078902245
11,285033600000,1979-01-13,-0.47809448242185226,1.3544829562306404
12,285120000000,1979-01-14,-2.6474060058593523,0.14448165893554688
13,285206400000,1979-01-15,-7.643072509765602,0.1282552257180214
14,285292800000,1979-01-16,-6.839727783203102,0.19292999058961868
15,285379200000,1979-01-17,-4.903967285156227,0.7285252213478088
16,285465600000,1979-01-18,-5.434881591796852,0.1074131578207016
17,285552000000,1979-01-19,-5.515478515624977,0.08453987538814545
18,285638400000,1979-01-20,-5.037695312499977,2.2308025509119034
19,285724800000,1979-01-21,-3.4624389648437273,0.2785753458738327
20,285811200000,1979-01-22,-4.182958984374977,0.1918300986289978
21,285897600000,1979-01-23,2.3400512695312727,2.538330852985382
22,285984000000,1979-01-24,0.8290344238281477,0.8176714181900024
23,286070400000,1979-01-25,-1.5614379882812273,0.049309805035591125
24,286156800000,1979-01-26,-1.3640808105468523,0.2221912145614624
25,286243200000,1979-01-27,0.06920776367189774,10.781027376651764
26,286329600000,1979-01-28,0.6804138183593977,2.6708468794822693
27,286416000000,1979-01-29,0.8996520996093977,0.8795801550149918
28,286502400000,1979-01-30,2.4471374511718977,1.1792127043008804
29,286588800000,1979-01-31,1.3860412597656477,0.6834957748651505
30,286675200000,1979-02-01,1.3064819335937727,2.2366009652614594
31,286761600000,1979-02-02,5.442926025390648,11.588457971811295
32,286848000000,1979-02-03,1.0791259765625227,0.11479109525680542
33,286934400000,1979-02-04,1.0594421386718977,3.118358552455902
34,287020800000,1979-02-05,2.4351135253906477,7.510397583246231
35,287107200000,1979-02-06,0.22442016601564774,0.08141808211803436
36,287193600000,1979-02-07,2.5165954589843977,6.027789786458015
37,287280000000,1979-02-08,3.2966247558593977,8.769837208092213
38,287366400000,1979-02-09,0.010491943359397737,2.0533502101898193
39,287452800000,1979-02-10,0.8292175292968977,11.37339323759079
40,287539200000,1979-02-11,1.5037170410156477,6.642704829573631
41,287625600000,1979-02-12,4.708489990234398,1.7759595066308975
42,287712000000,1979-02-13,5.810174560546898,0.9719934314489365
43,287798400000,1979-02-14,6.715875244140648,4.255661740899086
44,287884800000,1979-02-15,4.603021240234398,0.5878452211618423
45,287971200000,1979-02-16,-0.30359497070310226,0.3847312182188034
46,288057600000,1979-02-17,-1.5581726074218523,1.6325991600751877
47,288144000000,1979-02-18,-1.2751831054687273,0.10602548718452454
48,288230400000,1979-02-19,0.29525146484377274,0.8170027285814285
49,288316800000,1979-02-20,1.9654174804687727,0.0035297125577926636
50,288403200000,1979-02-21,0.7691284179687727,0.0
51,288489600000,1979-02-22,0.7823730468750227,0.6469022482633591
52,288576000000,1979-02-23,0.9000793457031477,3.770437091588974
53,288662400000,1979-02-24,1.2512756347656477,0.6376877427101135
54,288748800000,1979-02-25,-0.8005737304687273,0.04981830716133118
55,288835200000,1979-02-26,0.15651855468752274,0.0
56,288921600000,1979-02-27,0.7074523925781477,1.862645149230957e-06
57,289008000000,1979-02-28,1.2526184082031477,0.0407220795750618
58,289094400000,1979-03-01,3.1020446777343977,0.030561350286006927
59,289180800000,1979-03-02,4.242425537109398,0.767609104514122
60,289267200000,1979-03-03,7.026666259765648,0.26841089129447937
61,289353600000,1979-03-04,8.580072021484398,7.498595863580704
62,289440000000,1979-03-05,4.383905029296898,0.8729593828320503
63,289526400000,1979-03-06,5.612847900390648,0.19981712102890015
64,289612800000,1979-03-07,6.442498779296898,2.3054853081703186
65,289699200000,1979-03-08,4.299707031250023,0.30117668211460114
66,289785600000,1979-03-09,4.689660644531273,10.60448493808508
67,289872000000,1979-03-10,3.5108276367187727,0.9800661355257034
68,289958400000,1979-03-11,7.373529052734398,16.62658154964447
69,290044800000,1979-03-12,10.267449951171898,2.4543851613998413
70,290131200000,1979-03-13,8.442681884765648,5.314646288752556
71,290217600000,1979-03-14,8.128045654296898,9.200663305819035
72,290304000000,1979-03-15,8.762017822265648,4.690760746598244
73,290390400000,1979-03-16,5.491082763671898,5.010295659303665
74,290476800000,1979-03-17,4.583367919921898,2.048257738351822
75,290563200000,1979-03-18,5.210961914062523,1.6489457339048386
76,290649600000,1979-03-19,4.624658203125023,0.017642974853515625
77,290736000000,1979-03-20,4.991326904296898,0.6082644686102867
78,290822400000,1979-03-21,6.913446044921898,1.4244597405195236
79,290908800000,1979-03-22,5.883050537109398,0.4072170704603195
80,290995200000,1979-03-23,5.404046630859398,1.143861562013626
81,291081600000,1979-03-24,4.214959716796898,0.0
82,291168000000,1979-03-25,8.475579833984398,7.281329482793808
83,291254400000,1979-03-26,9.859918212890648,5.142109468579292
84,291340800000,1979-03-27,8.302239990234398,0.6548091769218445
85,291427200000,1979-03-28,7.843591308593773,4.032421857118607
86,291513600000,1979-03-29,4.824884033203148,0.11427514255046844
87,291600000000,1979-03-30,3.9501281738281477,5.525888875126839
88,291686400000,1979-03-31,4.518121337890648,2.8834156692028046
89,291772800000,1979-04-01,5.480523681640648,1.5984345227479935
90,291859200000,1979-04-02,7.338616943359398,3.4395214170217514
91,291945600000,1979-04-03,6.149926757812523,6.279900670051575
92,292032000000,1979-04-04,5.325250244140648,1.080075278878212
93,292118400000,1979-04-05,4.996148681640648,2.023950219154358
94,292204800000,1979-04-06,4.658929443359398,2.4187974631786346
95,292291200000,1979-04-07,6.375817871093773,0.9461157023906708
96,292377600000,1979-04-08,6.236810302734398,0.0662337988615036
97,292464000000,1979-04-09,7.921960449218773,4.284083843231201e-05
98,292550400000,1979-04-10,10.073876953125023,1.862645149230957e-06
99,292636800000,1979-04-11,10.663018798828148,0.865008682012558
100,292723200000,1979-04-12,10.856774902343773,0.764649361371994
101,292809600000,1979-04-13,12.393395996093773,4.0978193283081055e-05
102,292896000000,1979-04-14,12.974053955078148,1.4879945665597916
103,292982400000,1979-04-15,14.358789062500023,0.5297334864735603
104,293068800000,1979-04-16,10.224359130859398,7.899865508079529
105,293155200000,1979-04-17,5.962274169921898,0.642675906419754
106,293241600000,1979-04-18,4.782739257812523,0.08392147719860077
107,293328000000,1979-04-19,6.090692138671898,0.0005047768354415894
108,293414400000,1979-04-20,7.319146728515648,3.17557156085968
109,293500800000,1979-04-21,8.614190673828148,1.696089282631874
110,293587200000,1979-04-22,9.546258544921898,0.48034172505140305
111,293673600000,1979-04-23,10.864739990234398,8.332552388310432
112,293760000000,1979-04-24,9.299127197265648,4.121588543057442
113,293846400000,1979-04-25,7.291589355468773,5.866600200533867
114,293932800000,1979-04-26,7.032525634765648,1.3852491974830627
115,294019200000,1979-04-27,7.851098632812523,0.9908955544233322
116,294105600000,1979-04-28,6.925958251953148,1.0120226070284843
117,294192000000,1979-04-29,7.809930419921898,0.01393444836139679
118,294278400000,1979-04-30,6.800042724609398,8.894597180187702
119,294364800000,1979-05-01,6.399011230468773,2.604162320494652
120,294451200000,1979-05-02,6.100091552734398,4.421478137373924
121,294537600000,1979-05-03,4.486810302734398,3.2176049426198006
122,294624000000,1979-05-04,4.452966308593773,2.8262436389923096
123,294710400000,1979-05-05,4.455255126953148,3.869432955980301
124,294796800000,1979-05-06,5.912469482421898,0.757802277803421
125,294883200000,1979-05-07,7.735437011718773,0.13908371329307556
126,294969600000,1979-05-08,11.265893554687523,4.284083843231201e-05
127,295056000000,1979-05-09,14.370629882812523,0.03392994403839111
128,295142400000,1979-05-10,12.102716064453148,0.13883225619792938
129,295228800000,1979-05-11,9.736505126953148,8.612386882305145
130,295315200000,1979-05-12,14.702813720703148,1.092664897441864
131,295401600000,1979-05-13,13.684564208984398,0.001085922122001648
132,295488000000,1979-05-14,15.668359375000023,0.0
133,295574400000,1979-05-15,17.682519531250023,0.0
134,295660800000,1979-05-16,19.603448486328148,0.001259148120880127
135,295747200000,1979-05-17,15.735894775390648,2.8633521869778633
136,295833600000,1979-05-18,13.582208251953148,11.948873288929462
137,295920000000,1979-05-19,15.109246826171898,3.864198923110962
138,296006400000,1979-05-20,17.966851806640648,1.7367210239171982
139,296092800000,1979-05-21,13.997247314453148,0.0866129994392395
140,296179200000,1979-05-22,14.615716552734398,3.3696582540869713
141,296265600000,1979-05-23,17.748468017578148,3.68320569396019
142,296352000000,1979-05-24,11.491815185546898,8.098852820694447
143,296438400000,1979-05-25,12.035699462890648,2.8692977502942085
144,296524800000,1979-05-26,17.454827880859398,0.5745617672801018
145,296611200000,1979-05-27,13.337030029296898,9.653760120272636
146,296697600000,1979-05-28,15.727746582031273,0.01092907041311264
147,296784000000,1979-05-29,21.794610595703148,0.0
148,296870400000,1979-05-30,23.233209228515648,0.1340070739388466
149,296956800000,1979-05-31,23.561151123046898,0.11512916535139084
150,297043200000,1979-06-01,21.299005126953148,0.28870441019535065
151,297129600000,1979-06-02,22.433618164062523,0.12642145156860352
152,297216000000,1979-06-03,21.388787841796898,3.4601017832756042
153,297302400000,1979-06-04,21.999688720703148,7.098633795976639
154,297388800000,1979-06-05,19.527490234375023,7.252953015267849
155,297475200000,1979-06-06,17.783044433593773,0.7152538746595383
156,297561600000,1979-06-07,17.106225585937523,4.054751247167587
157,297648000000,1979-06-08,14.586480712890648,0.05755852907896042
158,297734400000,1979-06-09,17.377130126953148,0.0
159,297820800000,1979-06-10,19.306939697265648,0.6054723635315895
160,297907200000,1979-06-11,20.536553955078148,0.2648569643497467
161,297993600000,1979-06-12,19.933618164062523,3.543439321219921
162,298080000000,1979-06-13,18.077905273437523,2.0642494782805443
163,298166400000,1979-06-14,15.586114501953148,1.578131690621376
164,298252800000,1979-06-15,12.070794677734398,7.0634325966238976
165,298339200000,1979-06-16,12.704278564453148,1.321917399764061
166,298425600000,1979-06-17,14.818414306640648,0.012433156371116638
167,298512000000,1979-06-18,13.916131591796898,0.26129186153411865
168,298598400000,1979-06-19,17.024591064453148,0.5780700594186783
169,298684800000,1979-06-20,19.133935546875023,0.0079423189163208
170,298771200000,1979-06-21,21.477227783203148,0.0007748603820800781
171,298857600000,1979-06-22,17.092767333984398,6.763746961951256
172,298944000000,1979-06-23,17.693475341796898,0.10196398943662643
173,299030400000,1979-06-24,17.891107177734398,2.7276892215013504
174,299116800000,1979-06-25,16.980554199218773,0.5444642156362534
175,299203200000,1979-06-26,19.611840820312523,0.0006370246410369873
176,299289600000,1979-06-27,20.155572509765648,2.077588811516762
177,299376000000,1979-06-28,19.740472412109398,0.8802898228168488
178,299462400000,1979-06-29,19.312860107421898,0.08011795580387115
179,299548800000,1979-06-30,15.906304931640648,0.8088480681180954
180,299635200000,1979-07-01,14.376672363281273,0.7624682039022446
181,299721600000,1979-07-02,13.770715332031273,0.4702191799879074
182,299808000000,1979-07-03,14.383538818359398,0.0135079026222229
183,299894400000,1979-07-04,17.011224365234398,0.5406327545642853
184,299980800000,1979-07-05,17.367761230468773,0.033427029848098755
185,300067200000,1979-07-06,18.599328613281273,0.05155615508556366
186,300153600000,1979-07-07,20.243402099609398,0.09694136679172516
187,300240000000,1979-07-08,18.037225341796898,4.0527814999222755
188,300326400000,1979-07-09,16.676263427734398,8.84790439158678
189,300412800000,1979-07-10,16.018243408203148,0.08247606456279755
190,300499200000,1979-07-11,17.628594970703148,1.862645149230957e-06
191,300585600000,1979-07-12,17.068719482421898,8.632559329271317
192,300672000000,1979-07-13,18.221734619140648,19.673017784953117
193,300758400000,1979-07-14,19.265679931640648,3.7338994443416595
194,300844800000,1979-07-15,17.444757080078148,0.5348473787307739
195,300931200000,1979-07-16,16.309503173828148,0.7703676819801331
196,301017600000,1979-07-17,16.778222656250023,2.9209591448307037
197,301104000000,1979-07-18,21.193048095703148,0.322527252137661
198,301190400000,1979-07-19,19.688775634765648,0.24173129349946976
199,301276800000,1979-07-20,16.725152587890648,0.1730639487504959
200,301363200000,1979-07-21,16.675103759765648,0.45024603605270386
201,301449600000,1979-07-22,15.709222412109398,0.36743469536304474
202,301536000000,1979-07-23,15.037469482421898,0.9275786578655243
203,301622400000,1979-07-24,16.377618408203148,0.7297564297914505
204,301708800000,1979-07-25,18.740167236328148,0.3941953182220459
205,301795200000,1979-07-26,20.310235595703148,0.27175433933734894
206,301881600000,1979-07-27,21.834283447265648,0.006226822733879089
207,301968000000,1979-07-28,22.944970703125023,2.3167598992586136
208,302054400000,1979-07-29,24.153924560546898,6.677683442831039
209,302140800000,1979-07-30,20.352899169921898,2.8350763022899628
210,302227200000,1979-07-31,19.872430419921898,6.346883252263069
211,302313600000,1979-08-01,20.332696533203148,0.17244741320610046
212,302400000000,1979-08-02,19.952752685546898,2.4619698524475098
213,302486400000,1979-08-03,18.613458251953148,0.5533350631594658
214,302572800000,1979-08-04,18.498376464843773,0.8924119174480438
215,302659200000,1979-08-05,19.307092285156273,0.039633363485336304
216,302745600000,1979-08-06,20.678247070312523,0.0007729977369308472
217,302832000000,1979-08-07,23.037927246093773,0.03538653254508972
218,302918400000,1979-08-08,19.150506591796898,1.2686122208833694
219,303004800000,1979-08-09,15.422662353515648,8.672185242176056
220,303091200000,1979-08-10,14.935021972656273,4.870500415563583
221,303177600000,1979-08-11,14.069360351562523,7.029758766293526
222,303264000000,1979-08-12,16.478692626953148,2.5409385561943054
223,303350400000,1979-08-13,19.116906738281273,0.0458303838968277
224,303436800000,1979-08-14,21.409204101562523,0.0
225,303523200000,1979-08-15,18.990808105468773,3.995344042778015
226,303609600000,1979-08-16,14.588800048828148,0.8336957544088364
227,303696000000,1979-08-17,16.467095947265648,0.2921298146247864
228,303782400000,1979-08-18,15.766625976562523,6.800511851906776
229,303868800000,1979-08-19,17.305871582031273,9.771766141057014
230,303955200000,1979-08-20,16.914880371093773,1.9872179254889488
231,304041600000,1979-08-21,17.235131835937523,0.12961030006408691
232,304128000000,1979-08-22,16.649102783203148,2.147798426449299
233,304214400000,1979-08-23,15.099511718750023,1.9812341779470444
234,304300800000,1979-08-24,13.372827148437523,4.206608980894089
235,304387200000,1979-08-25,12.469232177734398,1.930111087858677
236,304473600000,1979-08-26,13.252496337890648,5.030978471040726
237,304560000000,1979-08-27,13.315179443359398,3.058547154068947
238,304646400000,1979-08-28,12.298669433593773,0.2896096557378769
239,304732800000,1979-08-29,13.848382568359398,9.313225746154785e-07
